bird_id,group,phase,block,trial,correct,rt
18,control,learn,1,1,1,0.6714
18,control,learn,1,2,1,0.3969
18,control,learn,1,3,1,0.5447
18,control,learn,1,4,1,0.4471
18,control,learn,1,5,0,0.8453
18,control,learn,1,6,0,0.9571
18,control,learn,1,7,1,0.5553
18,control,learn,1,8,1,0.6975
18,control,learn,1,9,0,0.8092
18,control,learn,1,10,1,0.9589
18,control,learn,2,11,1,0.4216
18,control,learn,2,12,1,0.469
18,control,learn,2,13,1,0.3941
18,control,learn,2,14,0,0.8401
18,control,learn,2,15,1,0.5652
18,control,learn,2,16,0,0.8871
18,control,learn,2,17,1,0.5641
18,control,learn,2,18,1,0.6326
18,control,learn,2,19,1,0.384
18,control,learn,2,20,1,0.6025
18,control,learn,3,21,1,0.7431
18,control,learn,3,22,0,0.8126
18,control,learn,3,23,0,0.9533
18,control,learn,3,24,0,0.8233
18,control,learn,3,25,0,0.8359
18,control,learn,3,26,1,0.6443
18,control,learn,3,27,1,0.6266
18,control,learn,3,28,1,0.677
18,control,learn,3,29,1,0.6782
18,control,learn,3,30,0,0.9746
18,control,learn,4,31,0,0.7877
18,control,learn,4,32,1,0.7672
18,control,learn,4,33,1,0.7177
18,control,learn,4,34,1,0.5608
18,control,learn,4,35,1,0.8232
18,control,learn,4,36,1,0.6674
18,control,learn,4,37,1,0.582
18,control,learn,4,38,0,0.928
18,control,learn,4,39,0,0.983
18,control,learn,4,40,0,1.0246
18,control,learn,5,41,1,0.7218
18,control,learn,5,42,1,0.6391
18,control,learn,5,43,1,0.6625
18,control,learn,5,44,1,0.59
18,control,learn,5,45,1,0.5688
18,control,learn,5,46,1,0.8652
18,control,learn,5,47,1,0.5574
18,control,learn,5,48,1,0.3664
18,control,learn,5,49,1,0.5516
18,control,learn,5,50,1,0.6227
18,control,learn,6,51,1,0.486
18,control,learn,6,52,1,0.6714
18,control,learn,6,53,1,0.7235
18,control,learn,6,54,1,0.7477
18,control,learn,6,55,1,0.4732
18,control,learn,6,56,0,0.847
18,control,learn,6,57,1,0.6018
18,control,learn,6,58,0,0.7749
18,control,learn,6,59,1,0.4844
18,control,learn,6,60,1,0.7251
18,control,learn,7,61,1,0.6881
18,control,learn,7,62,1,0.4592
18,control,learn,7,63,1,0.5971
18,control,learn,7,64,0,0.855
18,control,learn,7,65,1,0.4533
18,control,learn,7,66,0,0.9585
18,control,learn,7,67,1,0.5484
18,control,learn,7,68,1,0.5261
18,control,learn,7,69,1,0.7531
18,control,learn,7,70,1,0.6195
18,control,learn,8,71,1,0.5127
18,control,learn,8,72,1,0.51
18,control,learn,8,73,1,0.6025
18,control,learn,8,74,1,0.4973
18,control,learn,8,75,1,0.5173
18,control,learn,8,76,1,0.5667
18,control,learn,8,77,1,0.6638
18,control,learn,8,78,1,0.6125
18,control,learn,8,79,1,0.5448
18,control,learn,8,80,1,0.6742
18,control,learn,9,81,1,0.6969
18,control,learn,9,82,0,0.8812
18,control,learn,9,83,1,0.7532
18,control,learn,9,84,1,0.4094
18,control,learn,9,85,1,0.6434
18,control,learn,9,86,1,0.7021
18,control,learn,9,87,1,0.427
18,control,learn,9,88,1,0.782
18,control,learn,9,89,1,0.5018
18,control,learn,9,90,1,0.8011
18,control,learn,10,91,1,0.5995
18,control,learn,10,92,1,0.674
18,control,learn,10,93,0,0.696
18,control,learn,10,94,1,0.5405
18,control,learn,10,95,1,0.6458
18,control,learn,10,96,1,0.668
18,control,learn,10,97,1,0.6049
18,control,learn,10,98,1,0.6497
18,control,learn,10,99,1,0.7883
18,control,learn,10,100,1,0.5021
18,control,reverse,1,101,1,1.009
18,control,reverse,1,102,1,1.326
18,control,reverse,1,103,0,1.0846
18,control,reverse,1,104,0,1.2514
18,control,reverse,1,105,0,0.9897
18,control,reverse,1,106,1,0.9839
18,control,reverse,1,107,0,1.1976
18,control,reverse,1,108,0,1.1786
18,control,reverse,1,109,0,1.0794
18,control,reverse,1,110,0,1.1517
18,control,reverse,2,111,0,1.2558
18,control,reverse,2,112,0,1.3011
18,control,reverse,2,113,0,1.208
18,control,reverse,2,114,0,1.1367
18,control,reverse,2,115,0,1.092
18,control,reverse,2,116,0,1.1435
18,control,reverse,2,117,0,1.0347
18,control,reverse,2,118,0,1.187
18,control,reverse,2,119,0,1.1668
18,control,reverse,2,120,0,1.2
18,control,reverse,3,121,0,1.3275
18,control,reverse,3,122,0,1.3606
18,control,reverse,3,123,0,1.0471
18,control,reverse,3,124,0,1.1672
18,control,reverse,3,125,1,0.6724
18,control,reverse,3,126,1,0.9162
18,control,reverse,3,127,0,1.0734
18,control,reverse,3,128,1,0.9602
18,control,reverse,3,129,0,1.4049
18,control,reverse,3,130,0,1.2045
18,control,reverse,4,131,0,0.9183
18,control,reverse,4,132,0,0.9137
18,control,reverse,4,133,0,0.8659
18,control,reverse,4,134,0,0.947
18,control,reverse,4,135,0,1.1493
18,control,reverse,4,136,0,0.8808
18,control,reverse,4,137,0,1.0556
18,control,reverse,4,138,0,0.6493
18,control,reverse,4,139,1,0.5679
18,control,reverse,4,140,0,0.9795
18,control,reverse,5,141,1,0.6841
18,control,reverse,5,142,0,1.0023
18,control,reverse,5,143,1,0.525
18,control,reverse,5,144,0,0.9154
18,control,reverse,5,145,0,1.141
18,control,reverse,5,146,0,0.9055
18,control,reverse,5,147,0,0.8968
18,control,reverse,5,148,0,0.7376
18,control,reverse,5,149,0,0.8782
18,control,reverse,5,150,0,0.934
18,control,reverse,6,151,1,0.5512
18,control,reverse,6,152,1,0.7205
