bird_id,group,phase,block,trial,correct,rt
15,control,learn,1,1,1,0.6206
15,control,learn,1,2,1,0.6929
15,control,learn,1,3,1,0.6578
15,control,learn,1,4,1,0.7249
15,control,learn,1,5,1,0.5925
15,control,learn,1,6,0,0.7027
15,control,learn,1,7,1,0.8455
15,control,learn,1,8,0,0.9039
15,control,learn,1,9,1,0.7125
15,control,learn,1,10,0,0.7304
15,control,learn,2,11,1,0.4125
15,control,learn,2,12,0,0.9606
15,control,learn,2,13,1,0.6255
15,control,learn,2,14,0,0.9554
15,control,learn,2,15,0,0.772
15,control,learn,2,16,1,0.3484
15,control,learn,2,17,1,0.8388
15,control,learn,2,18,0,0.9767
15,control,learn,2,19,1,0.5197
15,control,learn,2,20,0,0.7862
15,control,learn,3,21,1,0.452
15,control,learn,3,22,1,0.4894
15,control,learn,3,23,1,0.6297
15,control,learn,3,24,0,0.7596
15,control,learn,3,25,1,0.5387
15,control,learn,3,26,0,0.7845
15,control,learn,3,27,1,0.5023
15,control,learn,3,28,1,0.6661
15,control,learn,3,29,1,0.7835
15,control,learn,3,30,1,0.4524
15,control,learn,4,31,0,1.0311
15,control,learn,4,32,1,0.7256
15,control,learn,4,33,1,0.6901
15,control,learn,4,34,1,0.7407
15,control,learn,4,35,1,0.4218
15,control,learn,4,36,1,0.6213
15,control,learn,4,37,1,0.4943
15,control,learn,4,38,1,0.4858
15,control,learn,4,39,0,0.9721
15,control,learn,4,40,0,0.8615
15,control,learn,5,41,1,0.6311
15,control,learn,5,42,1,0.618
15,control,learn,5,43,1,0.5264
15,control,learn,5,44,0,1.0802
15,control,learn,5,45,1,0.8314
15,control,learn,5,46,0,0.9051
15,control,learn,5,47,0,1.0842
15,control,learn,5,48,1,0.4094
15,control,learn,5,49,0,0.9757
15,control,learn,5,50,1,0.5473
15,control,learn,6,51,1,0.6172
15,control,learn,6,52,1,0.5215
15,control,learn,6,53,0,0.7278
15,control,learn,6,54,1,0.7364
15,control,learn,6,55,1,0.5338
15,control,learn,6,56,1,0.7206
15,control,learn,6,57,1,0.5553
15,control,learn,6,58,1,0.4786
15,control,learn,6,59,1,0.7533
15,control,learn,6,60,1,0.5978
15,control,learn,7,61,1,0.7158
15,control,learn,7,62,1,0.6777
15,control,learn,7,63,1,0.6843
15,control,learn,7,64,0,0.885
15,control,learn,7,65,1,0.7202
15,control,learn,7,66,1,0.6179
15,control,learn,7,67,0,0.8553
15,control,learn,7,68,1,0.683
15,control,learn,7,69,0,0.9693
15,control,learn,7,70,1,0.6446
15,control,learn,8,71,1,0.4857
15,control,learn,8,72,1,0.646
15,control,learn,8,73,1,0.5741
15,control,learn,8,74,1,0.3309
15,control,learn,8,75,1,0.5723
15,control,learn,8,76,1,0.4047
15,control,learn,8,77,1,0.8547
15,control,learn,8,78,1,0.4434
15,control,learn,8,79,1,0.8731
15,control,learn,8,80,1,0.6268
15,control,learn,9,81,0,0.9822
15,control,learn,9,82,1,0.6133
15,control,learn,9,83,1,0.52
15,control,learn,9,84,1,0.6528
15,control,learn,9,85,1,0.6247
15,control,learn,9,86,1,0.5264
15,control,learn,9,87,0,0.7755
15,control,learn,9,88,1,0.5341
15,control,learn,9,89,1,0.4853
15,control,learn,9,90,1,0.5771
15,control,learn,10,91,1,0.3929
15,control,learn,10,92,1,0.5225
15,control,learn,10,93,1,0.557
15,control,learn,10,94,1,0.4829
15,control,learn,10,95,1,0.5497
15,control,learn,10,96,1,0.6605
15,control,learn,10,97,1,0.6202
15,control,learn,10,98,0,0.912
15,control,learn,10,99,1,0.7223
15,control,learn,10,100,1,0.7724
15,control,reverse,1,101,0,1.2064
15,control,reverse,1,102,0,1.2159
15,control,reverse,1,103,0,1.2645
15,control,reverse,1,104,1,0.9944
15,control,reverse,1,105,0,1.1825
15,control,reverse,1,106,0,1.1536
15,control,reverse,1,107,0,1.4842
15,control,reverse,1,108,0,1.1793
15,control,reverse,1,109,1,0.8006
15,control,reverse,1,110,0,1.0865
15,control,reverse,2,111,0,1.1972
15,control,reverse,2,112,0,1.2146
15,control,reverse,2,113,0,1.3347
15,control,reverse,2,114,0,1.2291
15,control,reverse,2,115,1,0.9257
15,control,reverse,2,116,0,1.3165
15,control,reverse,2,117,0,0.9999
15,control,reverse,2,118,1,0.7383
15,control,reverse,2,119,0,1.4102
15,control,reverse,2,120,0,1.4309
15,control,reverse,3,121,1,1.1302
15,control,reverse,3,122,1,1.1357
15,control,reverse,3,123,0,1.2183
15,control,reverse,3,124,1,0.7373
15,control,reverse,3,125,0,1.1744
15,control,reverse,3,126,1,1.0935
15,control,reverse,3,127,0,1.1041
15,control,reverse,3,128,1,0.9699
15,control,reverse,3,129,0,1.2271
15,control,reverse,3,130,0,1.1727
15,control,reverse,4,131,1,0.6693
15,control,reverse,4,132,1,0.352
15,control,reverse,4,133,1,0.6634
15,control,reverse,4,134,1,0.6906
15,control,reverse,4,135,1,0.6398
15,control,reverse,4,136,0,1.0267
15,control,reverse,4,137,0,1.0599
15,control,reverse,4,138,0,0.6723
15,control,reverse,4,139,0,0.9981
15,control,reverse,4,140,0,1.0057
15,control,reverse,5,141,1,0.7257
15,control,reverse,5,142,0,0.9384
15,control,reverse,5,143,0,0.8553
15,control,reverse,5,144,1,0.6131
15,control,reverse,5,145,1,0.432
15,control,reverse,5,146,0,0.797
15,control,reverse,5,147,0,1.1741
15,control,reverse,5,148,1,0.554
15,control,reverse,5,149,1,0.7834
15,control,reverse,5,150,0,0.9775
15,control,reverse,6,151,1,0.6696
15,control,reverse,6,152,1,0.6584
15,control,reverse,6,153,0,1.0111
15,control,reverse,6,154,1,0.5537
15,control,reverse,6,155,0,0.8824
15,control,reverse,6,156,1,0.6921
15,control,reverse,6,157,1,0.7059
15,control,reverse,6,158,1,0.4937
15,control,reverse,6,159,1,0.4819
15,control,reverse,6,160,1,0.6339
15,control,reverse,7,161,0,0.797
15,control,reverse,7,162,0,0.8804
15,control,reverse,7,163,0,0.9197
15,control,reverse,7,164,1,0.558
15,control,reverse,7,165,0,0.9857
15,control,reverse,7,166,0,0.7943
15,control,reverse,7,167,0,0.945
15,control,reverse,7,168,1,0.6888
15,control,reverse,7,169,0,0.8655
15,control,reverse,7,170,1,0.6988
15,control,reverse,8,171,1,0.908
15,control,reverse,8,172,1,0.504
15,control,reverse,8,173,0,0.9531
15,control,reverse,8,174,1,0.3684
15,control,reverse,8,175,1,0.5851
15,control,reverse,8,176,1,0.6046
