bird_id,group,phase,block,trial,correct,rt
8,experimental,learn,1,1,0,0.9449
8,experimental,learn,1,2,1,0.5699
8,experimental,learn,1,3,1,0.616
8,experimental,learn,1,4,0,0.889
8,experimental,learn,1,5,0,0.7054
8,experimental,learn,1,6,0,0.7761
8,experimental,learn,1,7,0,0.8966
8,experimental,learn,1,8,0,0.8813
8,experimental,learn,1,9,0,1.1695
8,experimental,learn,1,10,0,0.7279
8,experimental,learn,2,11,1,0.6319
8,experimental,learn,2,12,0,0.9104
8,experimental,learn,2,13,1,0.338
8,experimental,learn,2,14,1,0.6949
8,experimental,learn,2,15,0,0.8351
8,experimental,learn,2,16,0,0.9554
8,experimental,learn,2,17,0,0.922
8,experimental,learn,2,18,0,0.8098
8,experimental,learn,2,19,0,0.8966
8,experimental,learn,2,20,0,0.8247
8,experimental,learn,3,21,1,0.6626
8,experimental,learn,3,22,1,0.5376
8,experimental,learn,3,23,1,0.7403
8,experimental,learn,3,24,1,0.6354
8,experimental,learn,3,25,1,0.8189
8,experimental,learn,3,26,1,0.6172
8,experimental,learn,3,27,1,0.7791
8,experimental,learn,3,28,0,0.8551
8,experimental,learn,3,29,1,0.6224
8,experimental,learn,3,30,0,0.6569
8,experimental,learn,4,31,1,0.6896
8,experimental,learn,4,32,1,0.4659
8,experimental,learn,4,33,1,0.7236
8,experimental,learn,4,34,1,0.7458
8,experimental,learn,4,35,0,0.9824
8,experimental,learn,4,36,1,0.391
8,experimental,learn,4,37,1,0.5232
8,experimental,learn,4,38,1,0.5624
8,experimental,learn,4,39,1,0.7258
8,experimental,learn,4,40,0,0.9394
8,experimental,learn,5,41,0,1.043
8,experimental,learn,5,42,0,0.9375
8,experimental,learn,5,43,0,1.1888
8,experimental,learn,5,44,1,0.4506
8,experimental,learn,5,45,1,0.5014
8,experimental,learn,5,46,1,0.6415
8,experimental,learn,5,47,1,0.4504
8,experimental,learn,5,48,1,0.6402
8,experimental,learn,5,49,1,0.6293
8,experimental,learn,5,50,1,0.6042
8,experimental,learn,6,51,1,0.444
8,experimental,learn,6,52,1,0.8165
8,experimental,learn,6,53,1,0.592
8,experimental,learn,6,54,1,0.6931
8,experimental,learn,6,55,1,0.6118
8,experimental,learn,6,56,1,0.4773
8,experimental,learn,6,57,1,0.5483
8,experimental,learn,6,58,1,0.6304
8,experimental,learn,6,59,1,0.6043
8,experimental,learn,6,60,1,0.5102
8,experimental,learn,7,61,1,0.6173
8,experimental,learn,7,62,0,0.9842
8,experimental,learn,7,63,1,0.4813
8,experimental,learn,7,64,1,0.8805
8,experimental,learn,7,65,1,0.6212
8,experimental,learn,7,66,1,0.7073
8,experimental,learn,7,67,1,0.4074
8,experimental,learn,7,68,1,0.5467
8,experimental,learn,7,69,1,0.5616
8,experimental,learn,7,70,0,0.8818
8,experimental,learn,8,71,1,0.8596
8,experimental,learn,8,72,1,0.5247
8,experimental,learn,8,73,1,0.6193
8,experimental,learn,8,74,1,0.5276
8,experimental,learn,8,75,1,0.7084
8,experimental,learn,8,76,1,0.4895
8,experimental,learn,8,77,1,0.4602
8,experimental,learn,8,78,1,0.5075
8,experimental,learn,8,79,1,0.7906
8,experimental,learn,8,80,0,0.807
8,experimental,learn,9,81,1,0.6264
8,experimental,learn,9,82,1,0.6602
8,experimental,learn,9,83,1,0.4568
8,experimental,learn,9,84,1,0.4288
8,experimental,learn,9,85,1,0.6562
8,experimental,learn,9,86,1,0.5526
8,experimental,learn,9,87,1,0.5214
8,experimental,learn,9,88,1,0.5451
8,experimental,learn,9,89,1,0.6097
8,experimental,learn,9,90,1,0.5924
8,experimental,learn,10,91,1,0.421
8,experimental,learn,10,92,1,0.601
8,experimental,learn,10,93,1,0.6825
8,experimental,learn,10,94,1,0.5755
8,experimental,learn,10,95,1,0.5236
8,experimental,learn,10,96,0,1.0157
8,experimental,learn,10,97,1,0.5972
8,experimental,learn,10,98,1,0.3168
8,experimental,learn,10,99,1,0.3637
8,experimental,learn,10,100,1,0.7339
8,experimental,reverse,1,101,0,1.043
8,experimental,reverse,1,102,0,1.331
8,experimental,reverse,1,103,0,1.1724
8,experimental,reverse,1,104,0,1.2782
8,experimental,reverse,1,105,1,0.8882
8,experimental,reverse,1,106,0,1.359
8,experimental,reverse,1,107,0,1.2076
8,experimental,reverse,1,108,0,1.2022
8,experimental,reverse,1,109,1,0.9372
8,experimental,reverse,1,110,0,1.2745
8,experimental,reverse,2,111,0,1.1863
8,experimental,reverse,2,112,0,1.2093
8,experimental,reverse,2,113,1,1.0151
8,experimental,reverse,2,114,0,1.1781
8,experimental,reverse,2,115,0,0.9795
8,experimental,reverse,2,116,1,0.8249
8,experimental,reverse,2,117,1,0.7294
8,experimental,reverse,2,118,1,0.9061
8,experimental,reverse,2,119,1,0.9854
8,experimental,reverse,2,120,0,1.3254
8,experimental,reverse,3,121,0,1.2299
8,experimental,reverse,3,122,1,0.9744
8,experimental,reverse,3,123,1,0.6909
8,experimental,reverse,3,124,1,0.8047
8,experimental,reverse,3,125,1,1.067
8,experimental,reverse,3,126,0,1.2804
8,experimental,reverse,3,127,0,1.0898
8,experimental,reverse,3,128,0,1.2841
8,experimental,reverse,3,129,1,0.882
8,experimental,reverse,3,130,1,0.9945
8,experimental,reverse,4,131,0,0.6568
8,experimental,reverse,4,132,1,0.5457
8,experimental,reverse,4,133,0,1.0091
8,experimental,reverse,4,134,1,0.9888
8,experimental,reverse,4,135,1,0.4159
8,experimental,reverse,4,136,1,0.5318
8,experimental,reverse,4,137,0,0.9736
8,experimental,reverse,4,138,1,0.5223
8,experimental,reverse,4,139,1,0.4617
8,experimental,reverse,4,140,1,0.6516
8,experimental,reverse,5,141,0,0.9362
8,experimental,reverse,5,142,1,0.5194
8,experimental,reverse,5,143,0,0.8475
8,experimental,reverse,5,144,1,0.6738
8,experimental,reverse,5,145,1,0.7283
8,experimental,reverse,5,146,0,0.8218
8,experimental,reverse,5,147,1,0.5384
8,experimental,reverse,5,148,0,0.9862
8,experimental,reverse,5,149,0,0.746
8,experimental,reverse,5,150,1,0.693
8,experimental,reverse,6,151,0,0.7208
8,experimental,reverse,6,152,1,0.6309
8,experimental,reverse,6,153,0,0.9509
8,experimental,reverse,6,154,0,0.8155
8,experimental,reverse,6,155,0,0.7085
8,experimental,reverse,6,156,1,0.4377
8,experimental,reverse,6,157,0,1.0941
8,experimental,reverse,6,158,1,0.6259
8,experimental,reverse,6,159,0,0.7828
8,experimental,reverse,6,160,0,1.0682
8,experimental,reverse,7,161,0,0.8782
8,experimental,reverse,7,162,1,0.5962
8,experimental,reverse,7,163,0,0.949
8,experimental,reverse,7,164,1,0.6098
8,experimental,reverse,7,165,1,0.5329
8,experimental,reverse,7,166,1,0.6841
8,experimental,reverse,7,167,1,0.6754
8,experimental,reverse,7,168,1,0.6668
8,experimental,reverse,7,169,1,0.729
8,experimental,reverse,7,170,0,0.8685
8,experimental,reverse,8,171,0,0.8617
8,experimental,reverse,8,172,1,0.592
8,experimental,reverse,8,173,1,0.4981
8,experimental,reverse,8,174,1,0.5495
8,experimental,reverse,8,175,1,0.508
8,experimental,reverse,8,176,0,0.7465
8,experimental,reverse,8,177,1,0.5551
8,experimental,reverse,8,178,1,0.6727
8,experimental,reverse,8,179,1,0.4487
8,experimental,reverse,8,180,1,0.6927
8,experimental,reverse,9,181,1,0.616
8,experimental,reverse,9,182,1,0.6309
8,experimental,reverse,9,183,1,0.6584
8,experimental,reverse,9,184,1,0.5423
8,experimental,reverse,9,185,1,0.2969
8,experimental,reverse,9,186,1,0.5308
8,experimental,reverse,9,187,0,0.9549
8,experimental,reverse,9,188,1,0.5052
8,experimental,reverse,9,189,1,0.8085
8,experimental,reverse,9,190,0,1.0237
8,experimental,reverse,10,191,1,0.4833
8,experimental,reverse,10,192,1,0.6412
8,experimental,reverse,10,193,1,0.7732
8,experimental,reverse,10,194,1,0.3971
8,experimental,reverse,10,195,1,0.5666
8,experimental,reverse,10,196,1,0.4495
8,experimental,reverse,10,197,0,1.1042
8,experimental,reverse,10,198,1,0.6092
8,experimental,reverse,10,199,1,0.6608
8,experimental,reverse,10,200,1,0.6605
8,experimental,test,1,201,1,0.3028
8,experimental,test,1,202,0,0.9133
8,experimental,test,1,203,1,0.6276
