bird_id,group,phase,block,trial,correct,rt
7,experimental,learn,1,1,0,0.8079
7,experimental,learn,1,2,1,0.6981
7,experimental,learn,1,3,1,0.5943
7,experimental,learn,1,4,0,0.9025
7,experimental,learn,1,5,0,0.7819
7,experimental,learn,1,6,1,0.3561
7,experimental,learn,1,7,0,0.9513
7,experimental,learn,1,8,1,0.5974
7,experimental,learn,1,9,1,0.5106
7,experimental,learn,1,10,1,0.8545
7,experimental,learn,2,11,0,0.93
7,experimental,learn,2,12,1,0.6707
7,experimental,learn,2,13,1,0.7135
7,experimental,learn,2,14,1,0.6138
7,experimental,learn,2,15,1,0.7116
7,experimental,learn,2,16,1,0.6146
7,experimental,learn,2,17,0,0.9604
7,experimental,learn,2,18,1,0.4435
7,experimental,learn,2,19,0,0.855
7,experimental,learn,2,20,0,0.952
7,experimental,learn,3,21,1,0.7137
7,experimental,learn,3,22,0,1.1114
7,experimental,learn,3,23,0,0.8695
7,experimental,learn,3,24,0,0.8408
7,experimental,learn,3,25,0,0.8941
7,experimental,learn,3,26,0,0.8287
7,experimental,learn,3,27,1,0.6656
7,experimental,learn,3,28,0,0.9739
7,experimental,learn,3,29,0,0.9447
7,experimental,learn,3,30,1,0.5133
7,experimental,learn,4,31,1,0.5063
7,experimental,learn,4,32,1,0.3676
7,experimental,learn,4,33,1,0.5635
7,experimental,learn,4,34,0,1.1011
7,experimental,learn,4,35,1,0.5982
7,experimental,learn,4,36,0,0.8553
7,experimental,learn,4,37,1,0.801
7,experimental,learn,4,38,1,0.4741
7,experimental,learn,4,39,0,1.0128
7,experimental,learn,4,40,1,0.5767
7,experimental,learn,5,41,0,0.875
7,experimental,learn,5,42,0,0.7145
7,experimental,learn,5,43,0,0.9113
7,experimental,learn,5,44,1,0.6726
7,experimental,learn,5,45,1,0.6582
7,experimental,learn,5,46,0,1.1438
7,experimental,learn,5,47,0,0.9043
7,experimental,learn,5,48,1,0.5214
7,experimental,learn,5,49,0,1.0839
