bird_id,group,phase,block,trial,correct,rt
9,experimental,learn,1,1,1,0.4721
9,experimental,learn,1,2,1,0.4438
9,experimental,learn,1,3,0,1.0176
9,experimental,learn,1,4,1,0.8139
9,experimental,learn,1,5,0,0.9804
9,experimental,learn,1,6,0,1.0891
9,experimental,learn,1,7,1,0.6525
9,experimental,learn,1,8,1,0.5877
9,experimental,learn,1,9,0,0.7315
9,experimental,learn,1,10,0,0.8549
9,experimental,learn,2,11,1,0.4778
9,experimental,learn,2,12,0,0.9111
9,experimental,learn,2,13,1,0.441
9,experimental,learn,2,14,0,0.969
9,experimental,learn,2,15,1,0.4594
9,experimental,learn,2,16,0,1.016
9,experimental,learn,2,17,0,0.857
9,experimental,learn,2,18,1,0.6954
9,experimental,learn,2,19,1,0.6465
9,experimental,learn,2,20,1,0.6102
9,experimental,learn,3,21,1,0.4535
9,experimental,learn,3,22,1,0.6858
9,experimental,learn,3,23,1,0.3838
9,experimental,learn,3,24,1,0.4321
9,experimental,learn,3,25,0,0.8401
9,experimental,learn,3,26,1,0.6533
9,experimental,learn,3,27,0,1.1052
9,experimental,learn,3,28,0,0.9544
9,experimental,learn,3,29,0,0.9196
9,experimental,learn,3,30,0,0.7945
9,experimental,learn,4,31,1,0.5018
9,experimental,learn,4,32,1,0.7951
9,experimental,learn,4,33,0,1.1105
9,experimental,learn,4,34,0,0.9355
9,experimental,learn,4,35,1,0.6185
9,experimental,learn,4,36,0,1.1583
9,experimental,learn,4,37,0,0.7482
9,experimental,learn,4,38,1,0.6421
9,experimental,learn,4,39,1,0.4439
9,experimental,learn,4,40,0,1.0331
9,experimental,learn,5,41,0,1.0877
9,experimental,learn,5,42,1,0.5242
9,experimental,learn,5,43,1,0.5494
9,experimental,learn,5,44,0,0.9474
9,experimental,learn,5,45,0,1.012
9,experimental,learn,5,46,1,0.7208
9,experimental,learn,5,47,0,1.0216
9,experimental,learn,5,48,1,0.3894
9,experimental,learn,5,49,1,0.6991
9,experimental,learn,5,50,0,0.8897
9,experimental,learn,6,51,1,0.5967
9,experimental,learn,6,52,1,0.5964
9,experimental,learn,6,53,0,1.1008
9,experimental,learn,6,54,1,0.5869
9,experimental,learn,6,55,1,0.4485
9,experimental,learn,6,56,0,0.8272
9,experimental,learn,6,57,0,0.9306
9,experimental,learn,6,58,0,0.764
9,experimental,learn,6,59,1,0.6764
9,experimental,learn,6,60,1,0.6632
9,experimental,learn,7,61,1,0.5476
9,experimental,learn,7,62,1,0.7347
9,experimental,learn,7,63,1,0.43
9,experimental,learn,7,64,1,0.4414
9,experimental,learn,7,65,1,0.7884
9,experimental,learn,7,66,1,0.7441
9,experimental,learn,7,67,1,0.6243
9,experimental,learn,7,68,1,0.7386
9,experimental,learn,7,69,0,0.7272
9,experimental,learn,7,70,1,0.8349
9,experimental,learn,8,71,0,0.9507
9,experimental,learn,8,72,1,0.4998
9,experimental,learn,8,73,1,0.5469
9,experimental,learn,8,74,1,0.6592
9,experimental,learn,8,75,1,0.3392
9,experimental,learn,8,76,1,0.6185
9,experimental,learn,8,77,1,0.6528
9,experimental,learn,8,78,0,0.6639
9,experimental,learn,8,79,1,0.5391
9,experimental,learn,8,80,1,0.4929
9,experimental,learn,9,81,0,0.7932
9,experimental,learn,9,82,1,0.8227
9,experimental,learn,9,83,1,0.7113
9,experimental,learn,9,84,1,0.5173
9,experimental,learn,9,85,0,0.8037
9,experimental,learn,9,86,1,0.7327
9,experimental,learn,9,87,1,0.6327
9,experimental,learn,9,88,1,0.6825
9,experimental,learn,9,89,1,0.6976
